ID,:LABEL,name,family,synonyms,taxid
SNAI2,Gene,snail family transcriptional repressor 2,"""Zinc fingers C2H2-type|SNAG transcriptional repressors""","6591,ENSG00000019549,OTTHUMG00000149912,uc064mrw.1,U97060",9606
KCNJ2-AS1,Gene,KCNJ2 antisense RNA 1,Antisense RNAs,"400617,ENSG00000267365,OTTHUMG00000180350,uc021uci.1,AK093963",9606
RARRES2P5,Gene,retinoic acid receptor responder 2 pseudogene 5,,"106480231,ENSG00000260967,OTTHUMG00000176242,,",9606
AHDC1,Gene,AT-hook DNA binding motif containing 1,,"27245,ENSG00000126705,OTTHUMG00000003398,uc057dvu.1,AK125431",9606
SLC4A5,Gene,solute carrier family 4 member 5,Solute carriers,"57835,ENSG00000188687,OTTHUMG00000090263,uc061ktd.1,AF243499",9606
UFSP1,Gene,UFM1 specific peptidase 1 (inactive),,"402682,ENSG00000176125,OTTHUMG00000159662,uc003uxc.4,AF312032",9606
PIRC97,Gene,piwi-interacting RNA cluster 97,Piwi-interacting RNA clusters,"100313821,,,,",9606
PWWP2A,Gene,PWWP domain containing 2A,PWWP domain containing,"114825,ENSG00000170234,OTTHUMG00000163546,uc011ded.3,",9606
MIR548AV,Gene,microRNA 548av,MicroRNA MIR548 family,"100847083,ENSG00000263750,,uc032hhi.1,",9606
LINC01775,Gene,long intergenic non-protein coding RNA 1775,Long intergenic non-protein coding RNAs,"101928602,ENSG00000267201,OTTHUMG00000180433,,",9606
MIR657,Gene,microRNA 657,MicroRNAs,"724027,ENSG00000207736,,uc021uev.1,",9606
SPTLC1P5,Gene,serine palmitoyltransferase long chain base subunit 1 pseudogene 5,,"100874512,ENSG00000227922,OTTHUMG00000017109,,",9606
RPL32P34,Gene,ribosomal protein L32 pseudogene 34,,"100133162,ENSG00000239524,OTTHUMG00000157976,,",9606
ZFP1,Gene,ZFP1 zinc finger protein,Zinc fingers C2H2-type,"162239,ENSG00000184517,OTTHUMG00000137602,uc002fdq.4,AK094761",9606
CTF2P,Gene,"cardiotrophin 2, pseudogene",Interleukin 6 type cytokine family,"100289419,ENSG00000230447,OTTHUMG00000154385,,",9606
RPSAP35,Gene,ribosomal protein SA pseudogene 35,,"100270916,ENSG00000237684,OTTHUMG00000059446,,",9606
ZNF875,Gene,zinc finger protein 875,Zinc fingers C2H2-type,"284459,ENSG00000181666,OTTHUMG00000181937,uc060xtq.1,M20675",9606
SPIN2P1,Gene,SPIN2 family pseudogene 1,,"100129997,ENSG00000237708,,,",9606
TMUB1,Gene,transmembrane and ubiquitin like domain containing 1,,"83590,ENSG00000164897,OTTHUMG00000158621,uc003wjd.4,BC000936",9606
EIF5B,Gene,eukaryotic translation initiation factor 5B,,"9669,ENSG00000158417,OTTHUMG00000153242,uc002tab.4,AF078035",9606
ZNF626,Gene,zinc finger protein 626,Zinc fingers C2H2-type,"199777,ENSG00000188171,OTTHUMG00000179733,uc060wew.1,BC007116",9606
DNAJB13,Gene,DnaJ heat shock protein family (Hsp40) member B13,DNAJ (HSP40) heat shock proteins,"374407,ENSG00000187726,OTTHUMG00000168093,uc001ouo.3,AF516185",9606
PSMA6P1,Gene,proteasome subunit alpha 6 pseudogene 1,,"64596,ENSG00000215414,OTTHUMG00000036322,,AC010877",9606
KCMF1,Gene,potassium channel modulatory factor 1,Zinc fingers ZZ-type,"56888,ENSG00000176407,OTTHUMG00000153004,uc002sox.5,AF155652",9606
ASPSCR1,Gene,"ASPSCR1 tether for SLC2A4, UBX domain containing",UBX domain containing,"79058,ENSG00000169696,OTTHUMG00000178438,uc002kcx.3,AF324219",9606
RNA5SP438,Gene,"RNA, 5S ribosomal pseudogene 438",,"100873687,ENSG00000252370,,uc060dxw.1,",9606
HSP90AB2P,Gene,"heat shock protein 90 alpha family class B member 2, pseudogene",,"391634,ENSG00000205940,OTTHUMG00000160089,,AY956763",9606
AFAP1,Gene,actin filament associated protein 1,Pleckstrin homology domain containing,"60312,ENSG00000196526,OTTHUMG00000125515,uc003gkg.2,AB209676",9606
RNU6-619P,Gene,"RNA, U6 small nuclear 619, pseudogene",,"106479840,ENSG00000202016,,,",9606
NIPA2P2,Gene,NIPA2 pseudogene 2,,"100130204,ENSG00000241022,OTTHUMG00000158821,,",9606
RPL5P28,Gene,ribosomal protein L5 pseudogene 28,,"100131535,ENSG00000235264,OTTHUMG00000019305,,",9606
GSN-AS1,Gene,GSN antisense RNA 1,Antisense RNAs,"57000,ENSG00000235865,OTTHUMG00000020586,uc033dha.1,AF220263",9606
OR7E28P,Gene,olfactory receptor family 7 subfamily E member 28 pseudogene,"Olfactory receptors, family 7","26645,ENSG00000251491,OTTHUMG00000153968,,",9606
ALDOC,Gene,"aldolase, fructose-bisphosphate C","""Endoribonucleases|Aldolases""","230,ENSG00000109107,OTTHUMG00000132605,uc002hbp.4,AF054987",9606
PRUNEP1,Gene,prune exopolyphosphatase pseudogene 1,,"100129595,ENSG00000234706,OTTHUMG00000016615,,",9606
TAS2R39,Gene,taste 2 receptor member 39,Taste 2 receptors,"259285,ENSG00000236398,OTTHUMG00000152636,uc011ksw.2,AF494230",9606
FCF1P9,Gene,FCF1 pseudogene 9,,"106480444,ENSG00000231478,OTTHUMG00000021943,,",9606
RN7SL446P,Gene,"RNA, 7SL, cytoplasmic 446, pseudogene",,"106479385,ENSG00000244544,,uc063agl.1,",9606
RPL31P26,Gene,ribosomal protein L31 pseudogene 26,,"100130537,,,,",9606
CCDC25,Gene,coiled-coil domain containing 25,,"55246,ENSG00000147419,OTTHUMG00000132173,uc003xgc.4,AK001715",9606
LINC02053,Gene,long intergenic non-protein coding RNA 2053,Long intergenic non-protein coding RNAs,"100505609,ENSG00000241696,OTTHUMG00000157863,,",9606
RPS26P40,Gene,ribosomal protein S26 pseudogene 40,,"338611,ENSG00000231366,OTTHUMG00000018415,,",9606
CRLF3P2,Gene,CRLF3 pseudogene 2,,"285706,ENSG00000250391,,,",9606
VN1R67P,Gene,vomeronasal 1 receptor 67 pseudogene,Vomeronasal receptors,"100131118,ENSG00000260722,OTTHUMG00000176632,,",9606
RPLP0P5,Gene,ribosomal protein lateral stalk subunit P0 pseudogene 5,,"643779,,,,",9606
RPL23AP12,Gene,ribosomal protein L23a pseudogene 12,,"391282,ENSG00000228861,OTTHUMG00000066031,,",9606
ASIC2,Gene,acid sensing ion channel subunit 2,Acid sensing ion channel subunits,"40,ENSG00000108684,OTTHUMG00000132885,uc002hhu.4,AL834182",9606
INE2,Gene,inactivation escape 2,Long non-coding RNAs with non-systematic symbols,"8551,ENSG00000281371,OTTHUMG00000189580,uc004cxf.1,Y10697",9606
MRPL17,Gene,mitochondrial ribosomal protein L17,"""Mitochondrial ribosomal proteins|Large subunit mitochondrial ribosomal proteins""","63875,ENSG00000158042,OTTHUMG00000165505,uc001men.3,AB051620",9606
TMEM201,Gene,transmembrane protein 201,,"199953,ENSG00000188807,OTTHUMG00000057457,uc021ofy.2,",9606
H2AW,Gene,H2A.W histone,H2A histones,"92815,ENSG00000181218,OTTHUMG00000040046,uc001hsy.4,AY131974",9606
RN7SL66P,Gene,"RNA, 7SL, cytoplasmic 66, pseudogene",,"106480485,ENSG00000264030,,uc061gqh.1,",9606
TCF23,Gene,transcription factor 23,Basic helix-loop-helix proteins,"150921,ENSG00000163792,OTTHUMG00000152031,uc010ylg.3,AC013403",9606
TRAV32,Gene,T cell receptor alpha variable 32 (pseudogene),T cell receptor alpha locus at 14q11.2,"28650,ENSG00000258905,OTTHUMG00000170661,,AE000660",9606
ATF1P1,Gene,activating transcription factor 1 pseudogene 1,,"100128159,ENSG00000219387,OTTHUMG00000015225,,",9606
LINC01300,Gene,long intergenic non-protein coding RNA 1300,Long intergenic non-protein coding RNAs,"731779,ENSG00000253595,OTTHUMG00000164482,,",9606
ERN1,Gene,endoplasmic reticulum to nucleus signaling 1,Endoribonucleases,"2081,ENSG00000178607,OTTHUMG00000178879,uc002jdz.3,AF059198",9606
MTCO3P22,Gene,MT-CO3 pseudogene 22,,"100289371,ENSG00000270388,OTTHUMG00000185132,,",9606
OFD1P15Y,Gene,OFD1 pseudogene 15 Y-linked,,"386699,ENSG00000234888,OTTHUMG00000045278,,",9606
KCNC1,Gene,potassium voltage-gated channel subfamily C member 1,Potassium voltage-gated channels,"3746,ENSG00000129159,OTTHUMG00000166359,uc009yhc.2,M96747",9606
BGLAP,Gene,bone gamma-carboxyglutamate protein,Gla domain containing,"632,ENSG00000242252,OTTHUMG00000014819,uc001fnt.4,X04143",9606
LINC00692,Gene,long intergenic non-protein coding RNA 692,Long intergenic non-protein coding RNAs,"285326,ENSG00000230891,OTTHUMG00000155601,uc003cdo.4,BC033370",9606
LAIR2,Gene,leukocyte associated immunoglobulin like receptor 2,"""CD molecules|Immunoglobulin like domain containing""","3904,ENSG00000167618,OTTHUMG00000065697,uc002qgc.4,AF013250",9606
RPL13P7,Gene,ribosomal protein L13 pseudogene 7,,"391140,,,,",9606
CYP2D6,Gene,cytochrome P450 family 2 subfamily D member 6,Cytochrome P450 family 2,"1565,ENSG00000100197,OTTHUMG00000150918,uc003bce.4,M20403",9606
MIR3908,Gene,microRNA 3908,MicroRNAs,"100500909,ENSG00000266655,,uc021rfx.1,",9606
AOAH,Gene,acyloxyacyl hydrolase,,"313,ENSG00000136250,OTTHUMG00000023566,uc032zjw.2,BC025698",9606
RNU6-816P,Gene,"RNA, U6 small nuclear 816, pseudogene",,"106480401,ENSG00000212216,,,",9606
GTF2IP11,Gene,general transcription factor IIi pseudogene 11,,"106480346,ENSG00000255199,OTTHUMG00000166758,,",9606
CFB,Gene,complement factor B,"""Sushi domain containing|Complement system activation components""","629,ENSG00000243649,OTTHUMG00000031198,uc063wuq.1,L15702",9606
NUP54,Gene,nucleoporin 54,Nucleoporins,"53371,ENSG00000138750,OTTHUMG00000130098,uc003hjs.5,AF157322",9606
KRT8P8,Gene,keratin 8 pseudogene 8,,"402429,ENSG00000223940,OTTHUMG00000024182,,",9606
LINC01830,Gene,long intergenic non-protein coding RNA 1830,Long intergenic non-protein coding RNAs,"105374322,ENSG00000234207,OTTHUMG00000151808,,",9606
TRNP1,Gene,TMF1 regulated nuclear protein 1,,"388610,ENSG00000253368,OTTHUMG00000004277,uc001bnj.5,""AI366714|AL356390|BC069216|CH471059""",9606
BMP8B,Gene,bone morphogenetic protein 8b,Bone morphogenetic proteins,"656,ENSG00000116985,OTTHUMG00000009247,uc001cdz.2,BC023526",9606
CCL22,Gene,C-C motif chemokine ligand 22,Chemokine ligands,"6367,ENSG00000102962,OTTHUMG00000133454,uc002elh.4,U83171",9606
GUSBP4,Gene,GUSB pseudogene 4,,"375513,ENSG00000239650,OTTHUMG00000014924,,",9606
TMEM130,Gene,transmembrane protein 130,,"222865,ENSG00000166448,OTTHUMG00000154419,uc011kir.3,",9606
VCX3B,Gene,variable charge X-linked 3B,Variable charge X/Y family,"425054,ENSG00000205642,OTTHUMG00000021106,uc011mht.3,",9606
KRT18P35,Gene,keratin 18 pseudogene 35,,"391584,ENSG00000215606,OTTHUMG00000160143,,",9606
RNU4-75P,Gene,"RNA, U4 small nuclear 75, pseudogene",,"106479593,ENSG00000201491,,uc057ipq.1,",9606
GAPDHP24,Gene,glyceraldehyde 3 phosphate dehydrogenase pseudogene 24,,"391162,ENSG00000185221,OTTHUMG00000037014,,",9606
RPSAP8,Gene,ribosomal protein SA pseudogene 8,,"643617,ENSG00000230592,OTTHUMG00000021999,,",9606
TXNP6,Gene,thioredoxin pseudogene 6,,"171560,ENSG00000234036,OTTHUMG00000160877,,",9606
STK17A,Gene,serine/threonine kinase 17a,Death associated protein kinases,"9263,ENSG00000164543,OTTHUMG00000022825,uc003tih.4,AB011420",9606
PRLR,Gene,prolactin receptor,,"5618,ENSG00000113494,OTTHUMG00000090789,uc032uqm.2,",9606
DNAH12,Gene,dynein axonemal heavy chain 12,"Dyneins, axonemal inner arm I1/f complex subunits","201625,ENSG00000174844,OTTHUMG00000158598,uc032rop.2,""U53532|AK126276""",9606
PTP4A1P5,Gene,PTP4A1 pseudogene 5,,"100289380,ENSG00000235642,OTTHUMG00000021299,,",9606
CDC42-IT1,Gene,CDC42 intronic transcript 1,Intronic transcripts,"100874292,ENSG00000230068,OTTHUMG00000002890,uc057ddo.1,",9606
FAM96AP2,Gene,family with sequence similarity 96 member A pseudogene 2,,"391174,ENSG00000224566,OTTHUMG00000039501,,",9606
CASP2,Gene,caspase 2,"""Caspases|Protein phosphatase 1 regulatory subunits|Caspase recruitment domain containing""","835,ENSG00000106144,OTTHUMG00000023641,uc003wco.3,""AK096245|BC002427|BM998653|BX537669|CB988674|U13021""",9606
KRT8P10,Gene,keratin 8 pseudogene 10,,"344320,ENSG00000231203,OTTHUMG00000154237,,",9606
HLA-V,Gene,"major histocompatibility complex, class I, V (pseudogene)",Histocompatibility complex,"352962,ENSG00000181126,OTTHUMG00000031277,,M96332",9606
LINC02440,Gene,long intergenic non-protein coding RNA 2440,Long intergenic non-protein coding RNAs,"105370015,ENSG00000255618,OTTHUMG00000168911,,",9606
TBX2,Gene,T-box transcription factor 2,T-box transcription factors,"6909,ENSG00000121068,OTTHUMG00000156986,uc010wox.3,AB209378",9606
RNU6-82P,Gene,"RNA, U6 small nuclear 82, pseudogene",,"100873781,ENSG00000200840,,,",9606
OR11G2,Gene,olfactory receptor family 11 subfamily G member 2,"Olfactory receptors, family 11","390439,ENSG00000196832,OTTHUMG00000167700,uc010tlb.3,",9606
PTPN9,Gene,protein tyrosine phosphatase non-receptor type 9,Protein tyrosine phosphatases non-receptor type,"5780,ENSG00000169410,OTTHUMG00000142838,uc002bal.5,",9606
LINC02649,Gene,long intergenic non-protein coding RNA 2649,Long intergenic non-protein coding RNAs,"399715,ENSG00000215244,,,",9606
UNC50,Gene,unc-50 inner nuclear membrane RNA binding protein,,"25972,ENSG00000115446,OTTHUMG00000130562,uc002szc.5,",9606
ZNF721,Gene,zinc finger protein 721,Zinc fingers C2H2-type,"170960,ENSG00000182903,OTTHUMG00000112450,uc003gag.5,AK092362",9606
ASB13,Gene,ankyrin repeat and SOCS box containing 13,Ankyrin repeat domain containing,"79754,ENSG00000196372,OTTHUMG00000017603,uc001iig.3,AK091935",9606
ATP2C2,Gene,ATPase secretory pathway Ca2+ transporting 2,ATPases Ca2+ transporting,"9914,ENSG00000064270,OTTHUMG00000176737,uc002fhx.4,AK091051",9606
MIR520E,Gene,microRNA 520e,MicroRNA MIR515 family,"574461,ENSG00000207599,,uc021uzn.1,",9606
MRPS9-AS2,Gene,MRPS9 antisense RNA 2,Antisense RNAs,"102724691,ENSG00000224509,OTTHUMG00000153077,,",9606
RPL12P36,Gene,ribosomal protein L12 pseudogene 36,,"100271408,ENSG00000242423,OTTHUMG00000158154,,",9606
MIR1287,Gene,microRNA 1287,MicroRNAs,"100302133,ENSG00000284415,,uc021pwu.1,",9606
DDX20,Gene,DEAD-box helicase 20,"""DEAD-box helicases|Gemins""","11218,ENSG00000064703,OTTHUMG00000011956,uc001ebs.4,AF106019",9606
LDHAP4,Gene,lactate dehydrogenase A pseudogene 4,,"158222,ENSG00000214110,OTTHUMG00000019577,,",9606
CCNQP3,Gene,CCNQ pseudogene 3,,"100421566,ENSG00000231184,OTTHUMG00000016487,,",9606
PRELID3BP3,Gene,PRELI domain containing 3B pseudogene 3,,"100128712,ENSG00000264907,OTTHUMG00000179194,,",9606
LY6L,Gene,lymphocyte antigen 6 family member L,LY6/PLAUR domain containing,"101928108,ENSG00000261667,OTTHUMG00000173037,,",9606
SLX1A,Gene,"SLX1 homolog A, structure-specific endonuclease subunit",,"548593,ENSG00000132207,OTTHUMG00000176859,uc002dxg.4,",9606
PPM1F,Gene,"protein phosphatase, Mg2+/Mn2+ dependent 1F","Protein phosphatases, Mg2+/Mn2+ dependent","9647,ENSG00000100034,OTTHUMG00000150835,uc002zvp.3,D13640",9606
PPIL1P1,Gene,peptidylprolyl isomerase like 1 pseudogene 1,,"150947,ENSG00000237951,OTTHUMG00000151937,,",9606
FIBP,Gene,FGF1 intracellular binding protein,,"9158,ENSG00000172500,OTTHUMG00000166846,uc001oge.4,AF010187",9606
RPL21P77,Gene,ribosomal protein L21 pseudogene 77,,"100271183,,,,",9606
RNU6-958P,Gene,"RNA, U6 small nuclear 958, pseudogene",,"106481482,ENSG00000252804,,,",9606
SUN2,Gene,Sad1 and UNC84 domain containing 2,SUN family,"25777,ENSG00000100242,OTTHUMG00000151031,uc010gxr.3,AF202723",9606
MIR3621,Gene,microRNA 3621,MicroRNAs,"100500811,ENSG00000263697,,uc022bqc.1,",9606
LINC00115,Gene,long intergenic non-protein coding RNA 115,Long intergenic non-protein coding RNAs,"79854,ENSG00000225880,OTTHUMG00000141258,uc010nxx.3,BC017762",9606
RNU6-81P,Gene,"RNA, U6 small nuclear 81, pseudogene",,"100873780,ENSG00000202478,,,",9606
ETF1P2,Gene,eukaryotic translation termination factor 1 pseudogene 2,,"6825,ENSG00000240132,OTTHUMG00000157354,,",9606
MYLIP,Gene,myosin regulatory light chain interacting protein,"""Ring finger proteins|FERM domain containing|MicroRNA protein coding host genes""","29116,ENSG00000007944,OTTHUMG00000016405,uc003nbq.4,AF187016",9606
SLC50A1,Gene,solute carrier family 50 member 1,Solute carriers,"55974,ENSG00000169241,OTTHUMG00000035333,uc001fhj.5,""AF126023|AF126024""",9606
UBAC1,Gene,UBA domain containing 1,,"10422,ENSG00000130560,OTTHUMG00000020920,uc004cgt.3,AF176796",9606
RNU6ATAC18P,Gene,"RNA, U6atac small nuclear 18, pseudogene",,"106479551,ENSG00000221340,,uc057cjz.1,",9606
GSTM2,Gene,glutathione S-transferase mu 2,Soluble glutathione S-transferases,"2946,ENSG00000213366,OTTHUMG00000011638,uc001dyj.4,M63509",9606
HNRNPUL1,Gene,heterogeneous nuclear ribonucleoprotein U like 1,,"11100,ENSG00000105323,OTTHUMG00000182740,uc002oqb.5,AJ007509",9606
NAPGP2,Gene,"N-ethylmaleimide-sensitive factor attachment protein, gamma pseudogene 2",,"100422429,ENSG00000275906,OTTHUMG00000187607,,",9606
ZNF418,Gene,zinc finger protein 418,Zinc fingers C2H2-type,"147686,ENSG00000196724,OTTHUMG00000183448,uc002qqs.1,""AB075836|AY695825""",9606
AVPR1B,Gene,arginine vasopressin receptor 1B,Arginine vasopressin and oxytocin receptors,"553,ENSG00000198049,OTTHUMG00000184377,uc001hds.3,D31833",9606
NMNAT1P5,Gene,NMNAT1 pseudogene 5,,"100129256,ENSG00000259573,OTTHUMG00000172010,,",9606
SAMD3,Gene,sterile alpha motif domain containing 3,Sterile alpha motif domain containing,"154075,ENSG00000164483,OTTHUMG00000015556,uc003qbx.5,AK091351",9606
HPRT1P2,Gene,hypoxanthine phosphoribosyltransferase 1 pseudogene 2,,"3254,ENSG00000250587,OTTHUMG00000161944,,",9606
EVI5L,Gene,ecotropic viral integration site 5 like,,"115704,ENSG00000142459,OTTHUMG00000182454,uc002min.4,BC014111",9606
MIR611,Gene,microRNA 611,MicroRNAs,"693196,ENSG00000284108,,uc021qki.1,",9606
THAP12P8,Gene,THAP domain containing 12 pseudogene 8,,"645939,ENSG00000223963,OTTHUMG00000039933,,",9606
CCDC88C,Gene,coiled-coil domain containing 88C,,"440193,ENSG00000015133,OTTHUMG00000171099,uc010aty.4,",9606
DEPP1,Gene,DEPP1 autophagy regulator,,"11067,ENSG00000165507,OTTHUMG00000018063,uc001jbr.5,AB022718",9606
RPA2P3,Gene,replication protein A2 pseudogene 3,,"100420359,ENSG00000255547,OTTHUMG00000167592,,",9606
SETP3,Gene,SET pseudogene 3,,"619349,ENSG00000266648,OTTHUMG00000179241,,",9606
SMCO4,Gene,single-pass membrane protein with coiled-coil domains 4,,"56935,ENSG00000166002,OTTHUMG00000167442,uc001pds.5,BC031564",9606
SRSF10P1,Gene,serine and arginine rich splicing factor 10 pseudogene 1,,"100130799,ENSG00000267717,OTTHUMG00000180041,,",9606
DAW1,Gene,dynein assembly factor with WD repeats 1,WD repeat domain containing,"164781,ENSG00000123977,OTTHUMG00000133190,uc002vpn.2,",9606
MEMO1P2,Gene,mediator of cell motility 1 pseudogene 2,,"645175,ENSG00000213117,,,",9606
MIR551B,Gene,microRNA 551b,MicroRNA MIR551 family,"693136,ENSG00000207717,,uc021xha.1,",9606
OR5E1P,Gene,olfactory receptor family 5 subfamily E member 1 pseudogene,"Olfactory receptors, family 5","26343,ENSG00000170688,OTTHUMG00000154333,,X89671",9606
SNORD155,Gene,"small nucleolar RNA, C/D box 155","Small nucleolar RNAs, C/D box","109623450,,,,",9606
LINC02423,Gene,long intergenic non-protein coding RNA 2423,Long intergenic non-protein coding RNAs,"105370014,ENSG00000256750,OTTHUMG00000168902,,",9606
SYTL3,Gene,synaptotagmin like 3,Synaptotagmin like tandem C2 proteins,"94120,ENSG00000164674,OTTHUMG00000015916,uc003qrs.3,AK055750",9606
RNU1-117P,Gene,"RNA, U1 small nuclear 117, pseudogene",,"106480189,ENSG00000252850,,,",9606
MIR380,Gene,microRNA 380,MicroRNA MIR379 family,"494329,ENSG00000198982,,,",9606
LCE1C,Gene,late cornified envelope 1C,Late cornified envelope proteins,"353133,ENSG00000197084,OTTHUMG00000012445,uc031uzj.2,",9606
LY96,Gene,lymphocyte antigen 96,,"23643,ENSG00000154589,OTTHUMG00000164504,uc003yad.4,AB018549",9606
MIR452,Gene,microRNA 452,MicroRNAs,"574412,ENSG00000283751,,uc065bqy.1,",9606
SNRPFP4,Gene,small nuclear ribonucleoprotein polypeptide F pseudogene 4,,"100874412,ENSG00000235627,OTTHUMG00000156827,,",9606
RN7SL698P,Gene,"RNA, 7SL, cytoplasmic 698, pseudogene",,"106481113,ENSG00000244232,,uc062noo.1,",9606
MTND5P2,Gene,MT-ND5 pseudogene 2,,"100873209,ENSG00000229622,OTTHUMG00000017222,,",9606
FAM193B,Gene,family with sequence similarity 193 member B,,"54540,ENSG00000146067,OTTHUMG00000163396,uc003mhu.4,",9606
RAB21,Gene,"RAB21, member RAS oncogene family","RAB, member RAS oncogene GTPases","23011,ENSG00000080371,OTTHUMG00000169572,uc001swt.4,AF091035",9606
HS6ST2-AS1,Gene,HS6ST2 antisense RNA 1,Antisense RNAs,"100874102,ENSG00000235849,OTTHUMG00000022427,uc031tkk.2,",9606
MIR3138,Gene,microRNA 3138,MicroRNAs,"100423011,ENSG00000264931,,uc021xlx.1,",9606
RNA5SP297,Gene,"RNA, 5S ribosomal pseudogene 297",,"106479003,ENSG00000212331,,uc057rdl.1,",9606
SLC45A4,Gene,solute carrier family 45 member 4,Solute carriers,"57210,ENSG00000022567,OTTHUMG00000164393,uc003ywd.3,AB032952",9606
KIFBP,Gene,kinesin family binding protein,Tetratricopeptide repeat domain containing,"26128,ENSG00000198954,OTTHUMG00000018363,,BC012180",9606
PHBP14,Gene,prohibitin pseudogene 14,,"100873751,ENSG00000248913,OTTHUMG00000161191,,",9606
RN7SL196P,Gene,"RNA, 7SL, cytoplasmic 196, pseudogene",,"106479293,ENSG00000274424,,uc021shk.2,",9606
ST7L,Gene,suppression of tumorigenicity 7 like,,"54879,ENSG00000007341,OTTHUMG00000011753,uc001eci.4,AB081317",9606
UNC13A,Gene,unc-13 homolog A,UNC13 homologs,"23025,ENSG00000130477,OTTHUMG00000163877,uc060vkq.1,AB028955",9606
BOP1,Gene,BOP1 ribosomal biogenesis factor,"""WD repeat domain containing|MicroRNA protein coding host genes""","23246,ENSG00000261236,OTTHUMG00000174603,uc033ccj.2,AK024840",9606
ST6GALNAC5,Gene,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","""Sialyltransferases|MicroRNA protein coding host genes""","81849,ENSG00000117069,OTTHUMG00000009687,uc001dhi.4,",9606
HLA-DRB8,Gene,"major histocompatibility complex, class II, DR beta 8 (pseudogene)",Histocompatibility complex,"3130,ENSG00000233697,OTTHUMG00000138997,,""M20556|GL000253|GL000256""",9606
FRA2H,Gene,"fragile site, aphidicolin type, common, fra(2)(q32.1)",,"2380,,,,",9606
CACNA2D3-AS1,Gene,CACNA2D3 antisense RNA 1,Antisense RNAs,"100874237,ENSG00000243715,OTTHUMG00000158579,uc003dhk.1,",9606
RN7SKP189,Gene,RN7SK pseudogene 189,,"106479180,ENSG00000201912,,uc065bkv.1,",9606
MIR521-1,Gene,microRNA 521-1,MicroRNA MIR515 family,"574494,ENSG00000207634,,uc021vas.1,",9606
MIR379,Gene,microRNA 379,MicroRNA MIR379 family,"494328,ENSG00000199088,,uc010awa.2,",9606
UBE2D1,Gene,ubiquitin conjugating enzyme E2 D1,Ubiquitin conjugating enzymes E2,"7321,ENSG00000072401,OTTHUMG00000018269,uc001jke.3,BC015997",9606
FAF2,Gene,Fas associated factor family member 2,UBX domain containing,"23197,ENSG00000113194,OTTHUMG00000163228,uc003mej.4,BC015791",9606
ATP6V1E1P2,Gene,ATPase H+ transporting V1 subunit E1 pseudogene 2,,"100462844,ENSG00000266549,OTTHUMG00000179527,,",9606
SMC2,Gene,structural maintenance of chromosomes 2,"""Structural maintenance of chromosomes proteins|Condensin I subunits|Condensin II subunits""","10592,ENSG00000136824,OTTHUMG00000020401,uc011lvl.3,AF092563",9606
GDPD4,Gene,glycerophosphodiester phosphodiesterase domain containing 4,,"220032,ENSG00000178795,OTTHUMG00000165136,uc001oyf.3,AY326450",9606
SNORD34,Gene,"small nucleolar RNA, C/D box 34","Small nucleolar RNAs, C/D box","26817,ENSG00000202503,,uc061bei.1,X94600",9606
RPL35P6,Gene,ribosomal protein L35 pseudogene 6,,"100271007,ENSG00000244018,OTTHUMG00000158575,,",9606
ZNF431,Gene,zinc finger protein 431,Zinc fingers C2H2-type,"170959,ENSG00000196705,OTTHUMG00000182835,uc002npp.3,AB075849",9606
CEP135,Gene,centrosomal protein 135,,"9662,ENSG00000174799,OTTHUMG00000160748,uc003hbi.5,AB014535",9606
GLULP1,Gene,glutamate-ammonia ligase pseudogene 1,,"2753,,,,",9606
LINC00668,Gene,long intergenic non-protein coding RNA 668,Long intergenic non-protein coding RNAs,"400643,ENSG00000265933,OTTHUMG00000178875,uc002kng.1,",9606
CNKSR1,Gene,connector enhancer of kinase suppressor of Ras 1,"""Pleckstrin homology domain containing|Sterile alpha motif domain containing|PDZ domain containing""","10256,ENSG00000142675,OTTHUMG00000007541,uc001blm.5,AF100153",9606
RARG,Gene,retinoic acid receptor gamma,Nuclear hormone receptors,"5916,ENSG00000172819,OTTHUMG00000048077,uc001scf.4,M57707",9606
NHLRC4,Gene,NHL repeat containing 4,,"283948,ENSG00000257108,OTTHUMG00000047857,uc021szs.3,",9606
TAF11L7,Gene,TATA-box binding protein associated factor 11 like 7,,"112488736,ENSG00000284465,,,",9606
LINC00158,Gene,long intergenic non-protein coding RNA 158,Long intergenic non-protein coding RNAs,"54072,ENSG00000185433,OTTHUMG00000078368,uc002ylk.3,",9606
NEDD1,Gene,NEDD1 gamma-tubulin ring complex targeting factor,WD repeat domain containing,"121441,ENSG00000139350,OTTHUMG00000170604,uc001teu.5,",9606
TAF13P1,Gene,TATA-box binding protein associated factor 13 pseudogene 1,,"246112,,,,AL049697",9606
RNU2-39P,Gene,"RNA, U2 small nuclear 39, pseudogene",,"106480214,ENSG00000222536,,,",9606
TXNP1,Gene,thioredoxin pseudogene 1,,"93202,ENSG00000232823,OTTHUMG00000019154,,",9606
ZNF407-AS1,Gene,ZNF407 antisense RNA 1,Antisense RNAs,"400657,ENSG00000264247,OTTHUMG00000179121,,",9606
RNU6-639P,Gene,"RNA, U6 small nuclear 639, pseudogene",,"106479849,ENSG00000206801,,,",9606
TRT-TGT3-1,Gene,tRNA-Thr (anticodon TGT) 3-1,Cytoplasmic transfer RNAs,"7237,,,,HG984060",9606
